導杒抧曽丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,乮暯惉23擭4寧1擔乣30擔乯,,,,,,,,儌僯僞儕儞僌俀亅侾(導杒),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(13帪47暘),(15帪45暘),(13帪22暘),(16帪12暘),(15帪00暘),(15帪00暘),(14帪10暘),(14帪25暘),(13帪25暘),(15帪15暘),(14帪35暘),(14帪55暘),(13帪45暘),(15帪41暘),(14帪47暘),,,,,,,
,1夞栚,0.47,1.73,1.57,1.21,0.6,0.9,0.39,0.19,0.17,0.20,0.42,1.39,0.23,0.23,0.20,,,,,,,
4寧4擔,,(9帪47暘),(9帪25暘),(9帪17暘),(9帪01暘),(9帪00暘),(9帪00暘),(11帪40暘),(10帪25暘),(11帪08暘),(11帪26暘),(10帪28暘),(10帪07暘),(10帪51暘),(11帪57暘),(10帪56暘),,,,,,,
(寧),2夞栚,0.45,1.74,1.63,1.19,0.8,1.2,0.39,0.16,0.17,0.20,0.38,1.38,0.24,0.22,0.18,,,,,,,
,,(15帪43暘),(15帪27暘),(16帪25暘),(15帪52暘),(15帪00暘),(15帪00暘),(13帪58暘),(15帪12暘),(13帪15暘),(13帪45暘),(14帪13暘),(14帪36暘),(13帪34暘),(14帪12暘),(13帪17暘),,,,,,,
,1夞栚,0.46,1.79,1.59,1.08,0.4,1.0,0.37,0.14,0.18,0.19,0.39,1.54,0.22,0.20,0.20,,,,,,,
4寧5擔,,(9帪41暘),(9帪28暘),(9帪15暘),(9帪10暘),(10帪00暘),(9帪00暘),(11帪47暘),(10帪13暘),(11帪14暘),(11帪05暘),(10帪34暘),(10帪10暘),(10帪55暘),(11帪32暘),(10帪37暘),,,,,,,
(壩),2夞栚,0.43,1.76,1.51,0.97,0.8,1.0,0.36,0.15,0.18,0.20,0.38,1.37,0.23,0.22,0.18,,,,,,,
,,(15帪43暘),(15帪32暘),(16帪17暘),(16帪01暘),(15帪00暘),(15帪00暘),(14帪01暘),(13帪08暘),(13帪20暘),(14帪01暘),(14帪18暘),(14帪38暘),(13帪39暘),(14帪31暘),(13帪29暘),,,,,,,
,1夞栚,0.43,1.81,1.54,1.13,0.2 ,1.2 ,0.37,0.14,0.22,0.18,0.39,1.35,0.23,0.22,0.19,,,,,,,
4寧6擔,,(9帪31暘),(9帪27暘),(9帪04暘),(9帪05暘),(10帪40暘),(9帪00暘),(11帪51暘),(10帪03暘),(11帪16暘),(10帪49暘),(10帪35暘),(10帪11暘),(10帪55暘),(11帪15暘),(10帪23暘),,,,,,,
(悈),2夞栚,0.42,1.72,1.54,1.09,1.0 ,0.6 ,0.34,0.15,0.19,0.17,0.40,1.39,0.24,0.18,0.15,,,,,,,
,,(14帪45暘),(15帪28暘),(15帪10暘),(15帪52暘),(15帪00暘),(15帪00暘),(14帪06暘),(14帪15暘),(13帪25暘),(12帪55暘),(14帪23暘),(14帪44暘),(13帪43暘),(13帪20暘),(12帪27暘),,,,,,,
,1夞栚,0.44,1.74,1.56,1.09,0.2 ,1.0 ,0.37,0.14,0.17,0.21,0.37,1.36,0.23,0.20,0.19,,,,,,,
4寧7擔,,(9帪44暘),(9帪39暘),(9帪14暘),(9帪19暘),(9帪00暘),(9帪00暘),(11帪52暘),(10帪17暘),(11帪20暘),(11帪07暘),(10帪45暘),(10帪22暘),(11帪04暘),(11帪33暘),(10帪40暘),,,,,,,
(栘),2夞栚,0.43,1.66,1.47,1.08,0.6 ,0.8 ,0.35,0.15,0.17,0.19,0.39,1.37,0.23,0.21,0.18,,,,,,,
,,(15帪48暘),(15帪26暘),(16帪17暘),(15帪52暘),(15帪00暘),(15帪00暘),(14帪04暘),(13帪13暘),(13帪15暘),(14帪04暘),(14帪20暘),(14帪40暘),(13帪41暘),(14帪31暘),(13帪36暘),,,,,,,
,1夞栚,0.43,1.65,1.56,1.05,0.2 ,1.0 ,0.34,0.15,0.16,0.19,0.36,1.43,0.23,0.20,0.19,,,,,,,
4寧8擔,,(9帪42暘),(9帪16暘),(9帪13暘),(9帪35暘),(9帪00暘),(9帪00暘),(10帪40暘),(10帪17暘),(11帪40暘),(11帪04暘),(10帪58暘),(10帪15暘),(11帪21暘),(11帪33暘),(10帪38暘),,,,,,,
(嬥),2夞栚,0.43,1.65,1.56,1.05,0.4 ,1.0 ,0.34,0.15,0.17,0.21,0.36,1.35,0.24,0.20,0.19,,,,,,,
,,(15帪47暘乯,(15帪32暘乯,(16帪17暘乯,(15帪11暘乯,(15帪00暘乯,(15帪00暘乯,(12帪57暘乯,(13帪12暘乯,(13帪31暘),(14帪05暘),(14帪10暘),(14帪30暘),(13帪50暘),(14帪34暘),(13帪34暘),,,,,,,
,1夞栚,0.39,1.59,1.47,1.01,0.6 ,1.0 ,0.36,0.15,0.17,0.22,0.40,1.46,0.24,0.20,0.21,,,,,,,
4寧9擔,,(9帪25暘),(8帪55暘),(8帪59暘),(9帪12暘),(9帪00暘),(9帪00暘),(10帪35暘),(9帪56暘),(11帪34暘),(10帪48暘),(10帪55暘),(10帪04暘),(11帪15暘),(11帪19暘),(10帪18暘),,,,,,,
(搚),2夞栚,0.42,1.74,1.50,0.98,0.6 ,0.9 ,0.34,0.15,0.17,0.19,0.42,1.50,0.25,0.20,0.21,,,,,,,
,,(15帪40暘),(15帪44暘),(16帪09暘),(15帪09暘),(15帪00暘),(15帪00暘),(12帪49暘),(12帪54暘),(13帪25暘),(13帪44暘),(14帪09暘),(14帪31暘),(13帪45暘),(14帪09暘),(13帪15暘),,,,,,,
,1夞栚,0.40,1.69,1.42,1.00,<0.1,1.0 ,0.35,0.14,0.17,0.21,0.38,1.46,0.24,0.19,0.19,,,,,,,
4寧10擔,,(9帪38暘),(9帪35暘),(9帪10暘),(9帪13暘),(9帪00暘),(9帪00暘),(12帪05暘),(10帪14暘),(11帪26暘),(11帪09暘),(10帪45暘),(10帪20暘),(11帪07暘),(11帪37暘),(10帪38暘),,,,,,,
(擔),2夞栚,0.42,1.69,1.49,0.96,0.3 ,0.9 ,0.35,0.14,0.16,0.17,0.37,1.45,0.22,0.20,0.19,,,,,,,
,,(15帪42暘),(15帪54暘),(16帪11暘),(15帪29暘),(15帪00暘),(15帪00暘),(14帪06暘),(13帪09暘),(13帪29暘),(14帪02暘),(14帪22暘),(14帪43暘),(13帪46暘),(14帪27暘),(13帪31暘),,,,,,,
,1夞栚,0.42,1.51,1.30,1.03,<0.1,0.9 ,0.35,0.15,0.17,0.19,0.38,1.25,0.22,0.20,0.17,,,,,,,
4寧11擔,,(9帪43暘),(9帪30暘),(9帪12暘),(9帪13暘),(9帪00暘),(9帪00暘),(11帪51暘),(10帪16暘),(11帪07暘),(11帪05暘),(10帪32暘),(10帪10暘),(10帪51暘),(11帪32暘),(10帪38暘),,,,,,,
(寧),2夞栚,0.41,1.44,1.45,0.98,0.4 ,1.0 ,0.34,0.15,0.18,0.19,0.36,1.25,0.24,0.20,0.16,,,,,,,
,,(15帪29暘),(15帪11暘),(16帪00暘),(15帪36暘),(15帪00暘),(15帪00暘),(13帪48暘),(14帪56暘),(13帪07暘),(13帪33暘),(14帪05暘),(14帪24暘),(13帪28暘),(14帪02暘),(13帪05暘),,,,,,,
,1夞栚,0.42,1.54,1.47,1.02,0.5 ,1.1 ,0.33,0.14,0.17,0.19,0.34,1.26,0.24,0.20,0.17,,,,,,,
4寧12擔,,(9帪37暘),(9帪37暘),(9帪13暘),(9帪20暘),(9帪00暘),(9帪00暘),(11帪59暘),(10帪09暘),(11帪26暘),(11帪03暘),(10帪43暘),(10帪17暘),(11帪07暘),(10帪30暘),(10帪35暘),,,,,,,
(壩),2夞栚,0.42,1.55,1.44,0.97,1.3 ,0.8 ,0.32,0.15,0.16,0.19,0.38,1.21,0.21,0.20,0.20,,,,,,,
,,(15帪19暘),(15帪55暘),(15帪53暘),(15帪35暘),(15帪00暘),(15帪00暘),(14帪10暘),(14帪46暘),(13帪27暘),(13帪21暘),(14帪29暘),(14帪50暘),(13帪46暘),(13帪51暘),(12帪52暘),,,,,,,
,1夞栚,0.55,1.50,1.90,1.00,<0.1,0.9 ,0.33,0.18,0.17,0.24,0.34,1.26,0.22,0.26,0.23,,,,,,,
4寧13擔,,(9帪44暘),(9帪25暘),(9帪20暘),(9帪12暘),(9帪00暘),(9帪00暘),(11帪43暘),(10帪18暘),(11帪10暘),(11帪15暘),(10帪30暘),(10帪12暘),(10帪50暘),(11帪45暘),(10帪46暘),,,,,,,
(悈),2夞栚,0.53,1.52,1.86,0.94,0.4 ,0.8 ,0.33,0.18,0.17,0.24,0.33,1.14,0.21,0.26,0.23,,,,,,,
,,(15帪41暘),(15帪29暘),(16帪12暘),(15帪05暘),(15帪00暘),(15帪00暘),(13帪47暘),(14帪57暘),(13帪05暘),(13帪36暘),(14帪07暘),(14帪28暘),(13帪27暘),(14帪13暘),(13帪07暘),,,,,,,
,1夞栚,0.50,1.55,1.85,1.03,<0.1,0.8 ,0.33,0.17,0.17,0.22,0.35,1.13,0.20,0.26,0.22,,,,,,,
4寧14擔,,(9帪40暘),(9帪16暘),(9帪13暘),(9帪42暘),(9帪00暘),(9帪00暘),(10帪46暘),(10帪23暘),(11帪47暘),(11帪13暘),(11帪05暘),(10帪20暘),(11帪27暘),(11帪42暘),(10帪39暘),,,,,,,
(栘),2夞栚,0.50,1.55,1.77,0.94,0.3 ,0.7 ,0.32,0.18,0.13,0.22,0.34,1.19,0.20,0.24,0.21,,,,,,,
,,(16帪09暘),(16帪10暘),(16帪36暘),(15帪49暘),(15帪00暘),(15帪00暘),(13帪09暘),(15帪10暘),(14帪07暘),(13帪48暘),(13帪25暘),(14帪49暘),(13帪46暘),(14帪15暘),(13帪18暘),,,,,,,
,1夞栚,0.52,1.54,1.59,1.00,<0.1,0.7 ,0.33,0.17,0.16,0.22,0.32,1.18,0.22,0.22,0.22,,,,,,,
4寧15擔,,(9帪46暘),(9帪43暘),(9帪18暘),(9帪20暘),(9帪00暘),(9帪00暘),(12帪04暘),(10帪21暘),(11帪29暘),(11帪11暘),(10帪54暘),(10帪26暘),(11帪09暘),(11帪39暘),(10帪43暘),,,,,,,
(嬥),2夞栚,0.51,1.47,1.73,0.87,0.2 ,0.7 ,0.32,0.17,0.15,0.24,0.32,1.15,0.19,0.23,0.22,,,,,,,
,,(15帪26暘),(15帪43暘),(15帪55暘),(15帪14暘),(15帪00暘),(15帪00暘),(13帪56暘),(14帪53暘),(13帪15暘),(13帪31暘),(14帪12暘),(14帪33暘),(13帪35暘),(13帪59暘),(13帪03暘),,,,,,,
,1夞栚,0.50,1.50,1.76,0.95,<0.1,0.8 ,0.31,0.18,0.16,0.24,0.36,1.34,0.22,0.24,0.22,,,,,,,
4寧16擔,,(9帪38暘),(9帪33暘),(9帪10暘),(9帪14暘),(9帪00暘),(9帪00暘),(11帪58暘),(10帪09暘),(11帪19暘),(10帪57暘),(10帪38暘),(10帪13暘),(10帪58暘),(11帪22暘),(10帪31暘),,,,,,,
(搚),2夞栚,0.49,1.47,1.69,0.88,0.1 ,0.8 ,0.31,0.18,0.17,0.24,0.33,1.18,0.21,0.24,0.24,,,,,,,
,,(15帪37暘),(15帪31暘),(16帪05暘),(16帪02暘),(15帪00暘),(15帪00暘),(14帪10暘),(13帪14暘),(13帪13暘),(14帪03暘),(14帪24暘),(14帪44暘),(13帪47暘),(14帪30暘),(13帪37暘),,,,,,,
,1夞栚,0.50,1.46,1.75,0.97,<0.1,0.9 ,0.32,0.18,0.14,0.25,0.38,1.18,0.20,0.26,0.25,,,,,,,
4寧17擔,,(9帪41暘),(9帪35暘),(9帪15暘),(9帪17暘),(9帪00暘),(9帪00暘),(11帪49暘),(10帪16暘),(11帪15暘),(11帪07暘),(10帪37暘),(10帪14暘),(10帪59暘),(11帪38暘),(10帪39暘),,,,,,,
(擔),2夞栚,0.48,1.47,1.76,0.91,<0.1,0.6 ,0.30,0.18,0.18,0.24,0.34,1.28,0.20,0.25,0.22,,,,,,,
,,(15帪35暘),(15帪44暘),(16帪03暘),(15帪08暘),(15帪00暘),(15帪00暘),(13帪55暘),(15帪03暘),(13帪11暘),(13帪39暘),(14帪10暘),(14帪28暘),(13帪33暘),(14帪09暘),(13帪08暘),,,,,,,
,1夞栚,0.51,1.46,1.73,0.94,<0.1,0.6 ,0.31,0.17,0.15,0.24,0.36,1.18,0.23,0.24,0.21,,,,,,,
4寧18擔,,(9帪44暘),(9帪34暘),(9帪13暘),(9帪14暘),(9帪00暘),(9帪00暘),(11帪50暘),(10帪17暘),(11帪15暘),(11帪09暘),(10帪36暘),(10帪13暘),(10帪55暘),(11帪39暘),(10帪37暘),,,,,,,
(寧),2夞栚,0.49,1.46,1.75,0.91,0.2 ,0.8 ,0.30,0.17,0.17,0.23,0.36,1.14,0.19,0.25,0.22,,,,,,,
,,(15帪36暘),(15帪46暘),(16帪05暘),(16帪11暘),(15帪00暘),(15帪00暘),(14帪06暘),(15帪03暘),(13帪24暘),(13帪39暘),(14帪31暘),(14帪49暘),(13帪47暘),(14帪07暘),(13帪10暘),,,,,,,
,1夞栚,0.49,1.50,1.70,0.96,0.1 ,0.9 ,0.34,0.17,0.16,0.24,0.34,1.12,0.22,0.23,0.23,,,,,,,
4寧19擔,,(9帪44暘),(9帪03暘),(9帪17暘),(9帪21暘),(9帪00暘),(9帪00暘),(10帪23暘),(10帪15暘),(11帪20暘),(11帪06暘),(10帪38暘),(9帪55暘),(11帪00暘),(11帪33暘),(10帪36暘),,,,,,,
(壩),2夞栚,0.44,1.45,1.70,0.89,0.1 ,0.5 ,0.34,0.17,0.16,0.24,0.36,1.16,0.20,0.23,0.21,,,,,,,
,,(15帪28暘),(15帪34暘),(15帪57暘),(15帪15暘),(15帪00暘),(15帪00暘),(13帪01暘),(14帪53暘),(14帪40暘),(13帪30暘),(14帪13暘),(14帪33暘),(13帪22暘),(13帪56暘),(13帪03暘),,,,,,,
,1夞栚,0.43,1.52,1.65,0.97,0.1 ,0.9 ,0.34,0.17,0.16,0.24,0.36,1.19,0.22,0.22,0.23,,,,,,,
4寧20擔,,(9帪52暘),(9帪35暘),(9帪20暘),(9帪17暘),(9帪00暘),(9帪00暘),(11帪55暘),(10帪32暘),(11帪17暘),(11帪21暘),(10帪39暘),(10帪18暘),(11帪25暘),(11帪49暘),(10帪53暘),,,,,,,
(悈),2夞栚,0.47,1.40,1.75,0.91,0.2 ,0.7 ,0.32,0.17,0.14,0.23,0.34,1.05,0.20,0.23,0.22,,,,,,,
,,(15帪37暘),(16帪00暘),(16帪06暘),(15帪35暘),(15帪00暘),(15帪00暘),(14帪18暘),(15帪04暘),(13帪43暘),(13帪38暘),(14帪33暘),(14帪55暘),(13帪21暘),(14帪06暘),(13帪09暘),,,,,,,
,1夞栚,0.49,1.45,1.56,0.95,0.1 ,0.4 ,0.32,0.18,0.16,0.24,0.32,1.18,0.22,0.23,0.23,,,,,,,
4寧21擔,,(9帪38暘),(9帪25暘),(9帪10暘),(9帪06暘),(9帪00暘),(9帪00暘),(11帪41暘),(10帪12暘),(11帪04暘),(11帪03暘),(10帪26暘),(10帪06暘),(10帪46暘),(11帪31暘),(10帪34暘),,,,,,,
(栘),2夞栚,0.51,1.32,1.54,0.91,0.3 ,0.6 ,0.32,0.16,0.15,0.24,0.35,1.01,0.20,0.23,0.22,,,,,,,
,,(15帪36暘),(15帪36暘),(16帪07暘),(15帪16暘),(15帪00暘),(15帪00暘),(13帪40暘),(14帪53暘),(13帪03暘),(13帪26暘),(13帪54暘),(14帪14暘),(13帪20暘),(13帪53暘),(12帪55暘),,,,,,,
,1夞栚,0.47,1.45,1.59,0.95,<0.1,0.7 ,0.31,0.17,0.17,0.22,0.33,1.13,0.22,0.22,0.20,,,,,,,
4寧22擔,,(9帪52暘),(9帪44暘),(9帪17暘),(9帪25暘),(9帪00暘),(9帪00暘),(12帪02暘),(10帪28暘),(11帪29暘),(11帪20暘),(10帪49暘),(10帪25暘),(11帪09暘),(11帪47暘),(10帪51暘),,,,,,,
(嬥),2夞栚,0.44,1.50,1.71,0.91,0.1 ,0.6 ,0.30,0.18,0.16,0.21,0.34,1.10,0.20,0.23,0.21,,,,,,,
,,(15帪35暘),(15帪58暘),(16帪05暘),(15帪33暘),(15帪00暘),(15帪00暘),(14帪14暘),(15帪05暘),(13帪30暘),(13帪37暘),(14帪31暘),(14帪52暘),(13帪49暘),(14帪08暘),(13帪07暘),,,,,,,
,1夞栚,0.47,1.49,1.61,0.98,<0.1,0.8 ,0.32,0.17,0.15,0.24,0.33,1.30,0.22,0.22,0.24,,,,,,,
4寧23擔,,(9帪38暘),(9帪07暘),(9帪07暘),(9帪26暘),(9帪00暘),(9帪00暘),(10帪41暘),(10帪12暘),(11帪39暘),(11帪10暘),(10帪58暘),(10帪06暘),(11帪20暘),(11帪43暘),(10帪42暘),,,,,,,
(搚),2夞栚,0.42,1.44,1.64,0.90,<0.1,0.8 ,0.32,0.16,0.14,0.23,0.34,1.24,0.22,0.25,0.23,,,,,,,
,,(16帪03暘),(15帪08暘),(16帪32暘),(15帪36暘),(15帪00暘),(15帪00暘),(13帪52暘),(15帪05暘),(13帪13暘),(13帪37暘),(14帪06暘),(14帪22暘),(13帪31暘),(14帪08暘),(13帪10暘),,,,,,,
,1夞栚,0.40,1.38,1.63,0.88,<0.1,0.6 ,0.30,0.15,0.15,0.21,0.32,1.15,0.20,0.22,0.24,,,,,,,
4寧24擔,,(9帪27暘),(9帪26暘),(9帪00暘),(9帪10暘),(9帪00暘),(9帪00暘),(11帪44暘),(10帪01暘),(11帪10暘),(10帪47暘),(10帪31暘),(10帪05暘),(10帪52暘),(11帪12暘),(10帪21暘),,,,,,,
(擔),2夞栚,0.40,1.37,1.60,0.90,<0.1,0.3 ,0.28,0.15,0.14,0.21,0.34,1.19,0.20,0.23,0.22,,,,,,,
,,(15帪05暘),(15帪47暘),(15帪35暘),(16帪20暘),(15帪00暘),(15帪00暘),(14帪09暘),(14帪14暘),(13帪33暘),(12帪56暘),(14帪26暘),(14帪46暘),(13帪51暘),(13帪21暘),(12帪32暘),,,,,,,
,1夞栚,0.42,1.39,1.61,0.96,<0.1,0.6 ,0.30,0.13,0.15,0.21,0.31,1.15,0.21,0.22,0.21,,,,,,,
4寧25擔,,(9帪55暘),(12帪19暘),(9帪14暘),(10帪02暘),(9帪00暘),(9帪00暘),(10帪50暘),(10帪35暘),(9帪36暘),(10帪23暘),(11帪07暘),(11帪33暘),(9帪09暘),(9帪55暘),(10帪55暘),,,,,,,
(寧),2夞栚,0.39,1.38,1.51,0.85,0.2 ,0.5 ,0.32,0.16,0.16,0.23,0.34,1.14,0.23,0.22,0.22,,,,,,,
,,(13帪24暘),(16帪18暘),(13帪36暘),(14帪12暘),(15帪00暘),(15帪00暘),(14帪50暘),(14帪08暘),(12帪43暘),(13帪32暘),(15帪06暘),(15帪27暘),(12帪15暘),(13帪02暘),(14帪05暘),,,,,,,
,1夞栚,0.43,1.39,1.53,0.81,0.1 ,0.4 ,0.29,0.14,0.17,0.23,0.30,1.16,0.19,0.21,0.21,,,,,,,
4寧26擔,,(9帪40暘),(9帪10暘),(9帪50暘),(10帪22暘),(9帪00暘),(9帪00暘),(11帪41暘),(10帪30暘),(9帪43暘),(10帪38暘),(11帪25暘),(11帪00暘),(9帪21暘),(10帪03暘),(11帪11暘),,,,,,,
(壩),2夞栚,0.41,1.35,1.47,0.79,0.2 ,0.6 ,0.32,0.15,0.14,0.20,0.31,1.16,0.21,0.22,0.20,,,,,,,
,,(13帪20暘),(13帪13暘),(13帪39暘),(14帪15暘),(15帪00暘),(15帪00暘),(15帪34暘),(14帪05暘),(13帪40暘),(14帪28暘),(15帪18暘),(14帪55暘),(13帪21暘),(14帪00暘),(14帪59暘),,,,,,,
,1夞栚,0.34,1.37,1.51,0.81,0.1 ,0.5 ,0.30,0.15,0.16,0.21,0.29,1.12,0.22,0.23,0.20,,,,,,,
4寧27擔,,(9帪25暘),(9帪00暘),(9帪21暘),(9帪52暘),(9帪00暘),(9帪00暘),(10帪22暘),(10帪30暘),(9帪53暘),(11帪07暘),(10帪40暘),(11帪01暘),(9帪31暘),(10帪22暘),(11帪40暘),,,,,,,
(悈),2夞栚,0.42,1.26,1.51,0.82,0.1 ,0.4 ,0.29,0.15,0.16,0.20,0.33,1.11,0.21,0.21,0.21,,,,,,,
,,(14帪10暘),(15帪10暘),(14帪46暘),(14帪13暘),(15帪00暘),(15帪00暘),(13帪46暘),(13帪25暘),(13帪18暘),(14帪21暘),(13帪33暘),(13帪12暘),(12帪55暘),(13帪46暘),(14帪56暘),,,,,,,
,1夞栚,0.41,1.22,1.48,0.79,<0.1,0.6 ,0.30,0.13,0.16,0.21,0.33,1.05,0.21,0.21,0.22,,,,,,,
4寧28擔,,(9帪10暘),(9帪11暘),(9帪32暘),(11帪32暘),(9帪00暘),(9帪00暘),(11帪05暘),(9帪55暘),(9帪53暘),(10帪44暘),(10帪44暘),(10帪21暘),(9帪34暘),(10帪13暘),(11帪14暘),,,,,,,
(栘),2夞栚,0.41,1.26,1.36,0.76,0.1 ,0.7 ,0.30,0.14,0.14,0.24,0.32,1.05,0.21,0.21,0.20,,,,,,,
,,(13帪10暘),(13帪10暘),(13帪32暘),(13帪35暘),(15帪00暘),(15帪00暘),(14帪59暘),(13帪55暘),(12帪58暘),(13帪45暘),(14帪43暘),(14帪21暘),(12帪40暘),(13帪18暘),(14帪13暘),,,,,,,
,1夞栚,0.41,1.28,1.43,0.78,<0.1,0.7 ,0.29,0.14,0.16,0.22,0.33,1.21,0.21,0.21,0.21,,,,,,,
4寧29擔,,(9帪05暘),(11帪26暘),(10帪56暘),(9帪08暘),(9帪00暘),(9帪00暘),(10帪13暘),(9帪45暘),(9帪59暘),(10帪52暘),(9帪59暘),(9帪43暘),(9帪38暘),(10帪20暘),(11帪33暘),,,,,,,
(嬥),2夞栚,0.40,1.33,1.43,0.76,<0.1,0.5 ,0.30,0.14,0.15,0.23,0.33,1.17,0.20,0.22,0.21,,,,,,,
,,(12帪40暘),(15帪26暘),(15帪03暘),(13帪14暘),(15帪00暘),(15帪00暘),(14帪22暘),(13帪25暘),(13帪15暘),(14帪15暘),(14帪04暘),(13帪50暘),(12帪54暘),(13帪35暘),(14帪48暘),,,,,,,
,1夞栚,0.45,1.33,1.47,0.75,0.3 ,0.7 ,0.29,0.14,0.15,0.21,0.34,1.26,0.20,0.21,0.22,,,,,,,
4寧30擔,,(9帪01暘),(9帪05暘),(10帪56暘),(11帪28暘),(9帪00暘),(9帪00暘),(10帪19暘),(9帪50暘),(9帪40暘),(10帪38暘),(10帪04暘),(9帪42暘),(9帪18暘),(10帪00暘),(11帪10暘),,,,,,,
(搚),2夞栚,0.43,1.18,1.51,0.78,<0.1,0.7 ,0.30,0.15,0.14,0.22,0.31,1.20,0.20,0.22,0.22,,,,,,,
,,(13帪09暘),(13帪15暘),(13帪38暘),(14帪10暘),(15帪00暘),(15帪00暘),(14帪33暘),(13帪52暘),(13帪02暘),(13帪50暘),(14帪36暘),(15帪06暘),(12帪43暘),(13帪23暘),(14帪28暘),,,,,,,
仸棷堄揰侾丂偙傟傑偱偺掕揰偱偺應掕抣偵壛偊丄娐嫬曻幩擻應掕抣偺崅偄抧堟廃曈傪堏摦偟偰應掕偟偨寢壥偱偡丅,,,,,,,,,,,,,,,,,,,,,,,
仸棷堄揰俀丂應掕憰抲偼慡偰僒乕儀僀儊乕僞偱偡丅,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
導撿抧曽丂娐嫬曻幩擻應掕寢壥乮巄掕抣乯,,,,乮暯惉23擭4寧1擔乣30擔乯,,,儌僯僞儕儞僌俀亅俁(導撿),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,扨埵丗兪Gy/h佮兪Sv/倛乮喜港皋诓/帪娫佮喜港及娃倌/帪娫乯,,,,,,,,,,,,,,
,,"嶭愳懞
栶応","惣嫿懞
栶応","愹嶈懞
栶応","拞搰懞
栶応","栴悂挰
栶応","扞憅挰
栶応","栴嵳挰
栶応","敺挰
栶応",,,,,,,,,,,,,,
暉搰戞堦尨敪偐傜偺曽岦媦傃嫍棧,,"撿惣
栺俇俁Km","惣撿惣
栺俉係Km","惣撿惣
栺俈俀Km","惣撿惣
栺俇俉Km","惣撿惣
栺俇俇Km","撿惣
栺俈俀Km","撿惣
栺俉俀Km","撿惣
栺俈俇Km",,,,,,,,,,,,,,
,1夞栚,0.27,1.10,0.88,0.31,0.54,0.71,0.15,0.35,,,,,,,,,,,,,,
4寧1擔,,(10帪56暘),(8帪53暘),(9帪31暘),(10帪15暘),(9帪55暘),(12帪18暘),(11帪40暘),(11帪57暘),,,,,,,,,,,,,,
(嬥),2夞栚,0.27,1.02,0.79,0.31,0.56,0.47,0.14,0.34,,,,,,,,,,,,,,
,,(15帪22暘),(13帪38暘),(14帪08暘),(14帪44暘),(14帪30暘),(16帪44暘),(16帪00暘),(16帪18暘),,,,,,,,,,,,,,
,1夞栚,0.26,1.07,0.91,0.32,0.57,0.50,0.19,0.33,,,,,,,,,,,,,,
4寧2擔,,(10帪20暘),(8帪52暘),(9帪04暘),(9帪45暘),(9帪29暘),(11帪46暘),(11帪00暘),(11帪25暘),,,,,,,,,,,,,,
(搚),2夞栚,0.27,1.03,0.90,0.30,0.53,0.52,0.16,0.33,,,,,,,,,,,,,,
,,(15帪00暘),(13帪13暘),(13帪45暘),(14帪23暘),(14帪07暘),(16帪35暘),(15帪40暘),(16帪15暘),,,,,,,,,,,,,,
,1夞栚,0.26,0.93,0.99,0.29,0.53,0.50,0.13,0.33,,,,,,,,,,,,,,
4寧3擔,,(10帪36暘),(8帪50暘),(9帪20暘),(9帪59暘),(9帪44暘),(11帪57暘),(11帪15暘),(11帪40暘),,,,,,,,,,,,,,
(擔),2夞栚,0.25,0.97,0.92,0.29,0.52,0.50,0.14,0.33,,,,,,,,,,,,,,
,,(15帪14暘),(13帪26暘),(13帪57暘),(14帪36暘),(14帪23暘),(16帪35暘),(15帪54暘),(16帪12暘),,,,,,,,,,,,,,
,1夞栚,0.25,0.92,0.75,0.28,0.47,0.42,0.14,0.31,,,,,,,,,,,,,,
4寧4擔,,(10帪44暘),(8帪47暘),(9帪17暘),(10帪09暘),(9帪45暘),(12帪13暘),(11帪25暘),(11帪51暘),,,,,,,,,,,,,,
(寧),2夞栚,0.23,0.91,0.80,0.28,0.52,0.43,0.14,0.29,,,,,,,,,,,,,,
,,(15帪37暘),(13帪46暘),(14帪20暘),(15帪02暘),(14帪46暘),(17帪01暘),(16帪20暘),(16帪37暘),,,,,,,,,,,,,,
,1夞栚,0.24,0.95,0.69,0.28,0.45,0.40,0.14,0.29,,,,,,,,,,,,,,
4寧5擔,,(10帪37暘),(8帪47暘),(9帪18暘),(9帪57暘),(9帪40暘),(11帪51暘),(11帪13暘),(11帪31暘),,,,,,,,,,,,,,
(壩),2夞栚,0.23,0.95,0.70,0.28,0.48,0.42,0.16,0.32,,,,,,,,,,,,,,
,,(15帪11暘),(13帪27暘),(13帪56暘),(14帪33暘),(14帪18暘),(16帪32暘),(15帪48暘),(16帪06暘),,,,,,,,,,,,,,
,1夞栚,0.19,0.92,0.78,0.29,0.56,0.41,0.12,0.27,,,,,,,,,,,,,,
4寧6擔,,(10帪28暘),(8帪45暘),(9帪14暘),(9帪50暘),(9帪35暘),(11帪45暘),(11帪09暘),(11帪26暘),,,,,,,,,,,,,,
(悈),2夞栚,0.23,0.83,0.76,0.26,0.45,0.41,0.15,0.30,,,,,,,,,,,,,,
